Under 30,Married,Number of Dependents,Number of Referrals,Tenure in Months,Offer,Multiple Lines,Internet Service,Internet Type,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Total Charges,Total Revenue,Satisfaction Score,Churn Label
No,No,0,0,26,None,No,Yes,Fiber Optic,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,2146.5,3195.6000000000004,3,No
No,Yes,0,2,57,None,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,5969.85,6926.31,3,No
No,Yes,3,1,42,None,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,1014.25,1600.15,5,No
Yes,Yes,0,4,64,None,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,1225.65,2171.57,3,No
No,No,0,0,19,None,No,No,None,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,386.5,890.76,4,No
No,Yes,0,9,22,None,No,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,1850.65,2921.61,4,No
Yes,No,0,0,12,None,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,1043.4,1524.1200000000001,5,No
No,Yes,0,9,31,None,No,Yes,Cable,Yes,No,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,1910.75,2803.55,4,No
No,No,0,0,11,Offer D,No,Yes,Cable,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,716.1,865.26,5,No
No,Yes,1,10,68,None,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,1686.15,3510.59,4,No
No,No,0,0,60,None,No,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,6236.75,7609.55,4,No
Yes,Yes,3,9,58,None,No,Yes,Cable,Yes,Yes,Yes,No,Yes,No,No,Yes,One Year,No,Mailed Check,2919.85,2919.85,4,No
No,No,0,0,1,None,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,20.45,60.06,5,No
No,Yes,0,8,37,None,No,No,None,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,717.5,1291.37,4,No
No,No,0,0,13,Offer D,No,No,None,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,253.8,349.09000000000003,3,No
No,No,0,0,43,None,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,1110.05,2352.75,4,No
Yes,No,0,0,6,None,No,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Mailed Check,348.8,358.8,4,No
No,No,0,0,71,None,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,3888.65,3888.65,3,No
No,Yes,2,8,72,None,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,6843.15,8192.43,3,No
Yes,Yes,3,7,12,Offer D,No,Yes,DSL,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Mailed Check,432.25,432.25,4,No
No,Yes,0,7,21,Offer D,No,Yes,Fiber Optic,No,No,Yes,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,1742.45,2047.16,3,No
No,Yes,2,3,6,None,No,Yes,DSL,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,297.35,594.0500000000001,4,No
No,No,0,0,43,None,No,Yes,DSL,No,Yes,No,Yes,No,No,No,No,One Year,No,Bank Withdrawal,2444.25,2643.05,4,No
No,Yes,1,9,35,None,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,949.8,2096.05,3,No
No,No,0,0,52,None,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,3334.95,3334.95,4,No
No,No,0,0,32,None,No,Yes,DSL,No,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,2010.95,2507.59,5,No
No,Yes,3,8,72,None,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,4684.3,4684.3,4,No
No,No,0,0,51,None,No,Yes,DSL,Yes,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,2181.55,2181.55,4,No
No,Yes,3,4,68,Offer A,No,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,1303.25,2646.25,3,No
Yes,Yes,0,8,49,None,No,Yes,Cable,No,Yes,No,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,2409.9,2409.9,4,No
Yes,Yes,0,7,72,Offer A,No,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,6155.4,7634.28,4,No
No,No,0,0,54,None,No,Yes,Fiber Optic,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Credit Card,4667.0,6134.18,3,No
No,Yes,3,7,50,None,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,5153.5,7527.5,4,No
No,Yes,0,3,69,Offer A,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,8182.85,10840.73,3,No
No,No,0,0,1,None,No,Yes,Fiber Optic,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,69.9,89.26,4,No
No,Yes,2,3,68,Offer A,No,Yes,Fiber Optic,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,6683.4,7315.12,3,No
No,No,3,0,40,None,No,Yes,Cable,Yes,Yes,No,Yes,No,No,No,Yes,One Year,No,Credit Card,1564.05,1564.05,4,No
Yes,Yes,3,7,31,None,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,755.6,973.53,4,No
No,Yes,1,8,68,Offer A,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,1664.3,1848.58,4,No
No,Yes,1,0,12,Offer D,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,198.1,297.1,3,No
No,Yes,0,7,71,Offer A,No,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,6045.9,6437.11,4,No
No,No,0,0,40,None,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,4108.15,5419.349999999999,4,No
Yes,Yes,3,8,64,None,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,5980.75,8378.83,4,No
No,Yes,0,6,53,None,Yes,Yes,Fiber Optic,No,Yes,No,Yes,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,5043.2,6789.0199999999995,3,No
No,Yes,0,1,72,Offer A,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,No,No,Yes,Two Year,Yes,Credit Card,7114.25,9871.85,4,No
No,No,0,0,46,None,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,907.05,1524.37,5,No
Yes,No,0,0,40,None,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,973.95,2072.75,5,No
No,No,0,0,12,Offer D,No,Yes,DSL,Yes,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,605.75,605.75,3,No
No,No,0,0,9,None,No,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,661.55,851.54,3,No
No,Yes,2,9,51,Offer B,Yes,Yes,Fiber Optic,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,4116.9,5624.459999999999,4,No
No,Yes,3,10,49,Offer B,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,4494.65,5069.91,3,No
No,No,0,0,56,Offer B,No,Yes,DSL,Yes,No,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card,3282.75,5010.91,4,No
Yes,No,0,0,4,None,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,55.7,241.82,3,No
No,Yes,0,3,20,Offer D,No,Yes,DSL,Yes,No,No,Yes,No,Yes,Yes,No,One Year,Yes,Credit Card,1274.45,2050.05,4,No
No,Yes,1,4,26,None,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,493.95,1129.39,5,No
No,No,0,0,51,Offer B,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,5038.15,7196.98,5,No
Yes,No,0,0,4,None,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,324.2,479.15999999999997,3,No
No,No,0,0,1,None,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.55,27.78,4,No
No,Yes,1,0,27,None,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,2793.55,3173.44,3,No
No,No,0,0,12,Offer D,No,Yes,DSL,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,648.65,670.25,5,No
No,Yes,1,6,34,None,Yes,No,None,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,917.15,1790.6100000000001,4,No
No,Yes,0,5,24,None,Yes,Yes,Cable,Yes,No,No,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,1346.9,2163.1400000000003,3,No
No,Yes,0,9,59,Offer B,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,6561.25,7445.07,3,No
Yes,No,0,0,3,None,No,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,268.45,362.89,5,No
Yes,Yes,2,4,65,Offer B,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,7337.55,8198.8,4,No
No,Yes,2,5,59,Offer B,Yes,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,5194.05,7970.0,3,No
Yes,Yes,3,9,72,Offer A,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Credit Card,4478.85,4558.85,4,No
No,No,0,0,3,None,No,Yes,DSL,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,196.9,264.37,5,No
No,No,2,0,19,Offer D,Yes,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,439.2,714.3199999999999,4,No
No,No,0,0,1,None,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.5,27.52,5,No
No,No,0,0,24,None,No,Yes,Fiber Optic,No,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,2107.15,2335.87,3,No
No,No,0,0,72,Offer A,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,1866.45,2352.45,4,No
Yes,No,0,0,67,Offer A,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,1430.95,4600.72,5,No
No,Yes,3,2,52,Offer B,No,No,None,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,1071.6,3124.56,4,No
No,Yes,3,6,71,Offer A,Yes,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,6457.15,8681.58,3,No
No,Yes,0,7,26,None,Yes,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card,684.05,1554.27,5,No
No,No,0,0,35,None,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,3914.05,4981.55,4,No
No,Yes,2,3,55,Offer B,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Two Year,Yes,Credit Card,3842.6,5375.45,3,No
No,Yes,3,2,33,None,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,670.35,1471.26,3,No
Yes,Yes,0,2,72,Offer A,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,7880.25,8386.33,4,No
No,No,3,0,1,None,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.2,37.09,3,No
No,No,0,0,12,Offer D,No,Yes,Cable,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,442.45,442.45,3,No
Yes,Yes,2,3,1,None,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.4,47.9,4,No
No,Yes,0,8,62,Offer B,No,Yes,Cable,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,2345.55,2345.55,4,No
No,No,0,0,1,Offer E,No,Yes,DSL,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,25.25,35.25,5,No
No,No,0,0,18,Offer D,Yes,Yes,DSL,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,1156.35,1353.81,3,No
Yes,No,0,0,2,Offer E,No,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,144.8,231.92000000000002,3,No
No,Yes,2,6,19,Offer D,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,414.95,504.25,3,No
No,No,0,0,9,Offer E,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,181.8,305.28000000000003,5,No
No,No,0,0,27,None,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,2212.55,3542.3,4,No
No,No,0,0,11,Offer D,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card,211.95,723.34,4,No
No,No,0,0,1,Offer E,Yes,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,25.0,28.39,3,No
No,Yes,2,6,9,Offer E,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,210.65,355.82,4,No
Yes,Yes,2,1,54,Offer B,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,3566.7,4894.5599999999995,3,No
No,No,0,0,29,None,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,2080.1,3280.12,5,No
Yes,Yes,3,4,59,Offer B,No,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,5186.0,7835.83,3,No
Yes,Yes,2,7,18,Offer D,No,Yes,DSL,Yes,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,1087.45,1813.93,4,No
No,No,2,0,33,None,No,Yes,Cable,Yes,No,No,Yes,No,No,No,Yes,One Year,No,Credit Card,1113.95,1113.95,3,No
No,No,0,0,5,None,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,107.05,227.85,5,No
No,No,0,0,2,Offer E,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,38.15,107.28999999999999,4,No
Yes,Yes,1,10,72,Offer A,Yes,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,6339.3,8769.3,3,No
No,No,2,0,9,Offer E,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,184.1,596.5699999999999,4,No
No,Yes,2,2,67,Offer A,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,1688.9,2663.08,5,No
No,No,0,0,8,Offer E,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,137.6,349.36,5,No
No,No,0,0,17,Offer D,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,369.05,1037.8300000000002,4,No
No,Yes,0,2,68,Offer A,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,7553.6,10729.2,3,No
No,No,0,0,67,Offer A,No,Yes,Cable,Yes,No,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,3321.35,3321.35,3,No
Yes,No,0,0,32,None,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card,707.5,1884.46,5,No
Yes,No,1,0,1,Offer E,No,Yes,DSL,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.9,56.25,5,No
Yes,Yes,0,6,48,Offer B,No,Yes,DSL,No,Yes,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,3094.65,5488.89,3,No
No,Yes,0,6,61,Offer B,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,6518.35,7618.18,5,No
Yes,No,0,0,2,Offer E,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,82.7,120.1,3,No
Yes,Yes,1,9,71,Offer A,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,6342.7,9160.17,5,No
No,Yes,0,6,37,None,Yes,Yes,DSL,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,2030.75,3044.92,5,No
No,Yes,3,0,65,Offer B,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,6700.05,9268.85,4,No
Yes,No,2,0,67,Offer A,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,7244.7,8500.279999999999,4,No
No,Yes,2,10,50,Offer B,Yes,Yes,Cable,Yes,No,No,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,3486.65,5711.15,4,No
No,Yes,2,1,25,None,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,411.15,805.15,4,No
No,Yes,3,5,64,Offer B,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Mailed Check,1559.15,2706.67,3,No
No,Yes,0,10,25,None,No,Yes,Cable,No,No,Yes,No,Yes,No,No,No,One Year,Yes,Credit Card,970.4,1070.4,5,No
No,No,0,0,37,Offer C,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,3810.55,4456.57,5,No
No,No,0,0,21,Offer D,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,1493.2,2135.59,5,No
No,No,0,0,1,None,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,45.8,59.419999999999995,5,No
No,No,0,0,10,None,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,777.3,1175.8,5,No
No,Yes,0,7,51,Offer B,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,Yes,One Year,Yes,Credit Card,4911.05,6696.05,3,No
No,No,0,0,10,None,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,187.35,234.95,3,No
No,No,0,0,6,Offer E,No,Yes,Cable,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,307.6,307.6,3,No
No,Yes,3,10,47,Offer B,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Mailed Check,4318.35,4870.13,3,No
No,Yes,2,3,61,Offer B,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,4820.55,7289.83,3,No
No,No,0,0,52,Offer B,No,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,3038.55,3038.55,4,No
No,Yes,3,0,35,Offer C,Yes,Yes,DSL,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,2136.9,3505.75,3,No
No,Yes,0,8,71,Offer A,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,7472.15,9538.96,4,No
No,Yes,0,10,45,None,No,Yes,DSL,Yes,No,Yes,No,No,No,No,No,Two Year,No,Credit Card,2296.25,4333.4,3,No
Yes,No,0,0,2,Offer E,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,38.45,38.45,4,No
No,No,0,0,51,None,Yes,Yes,Cable,Yes,No,No,Yes,No,No,No,Yes,One Year,No,Credit Card,3043.6,3545.95,3,No
No,Yes,2,1,60,None,Yes,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card,1506.4,3213.4,5,No
No,No,0,0,9,Offer E,No,No,None,No,No,No,No,No,No,No,No,One Year,Yes,Mailed Check,163.7,601.19,4,No
No,No,0,0,17,None,Yes,Yes,Fiber Optic,No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,1640.0,1999.38,4,No
No,Yes,1,1,46,None,No,Yes,Cable,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Mailed Check,3846.35,5960.05,4,No
Yes,No,0,0,68,Offer A,No,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Credit Card,5646.6,6747.08,3,No
No,Yes,0,8,4,None,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,79.05,257.96999999999997,5,No
No,No,1,0,28,Offer C,No,Yes,DSL,No,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,1516.6,2480.64,3,No
Yes,No,0,0,39,Offer C,No,Yes,DSL,No,Yes,No,No,Yes,No,No,Yes,One Year,Yes,Credit Card,2224.5,4103.13,4,No
No,No,0,0,11,None,No,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,888.75,1225.02,4,No
No,Yes,0,2,71,Offer A,No,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,4310.35,4310.35,4,No
No,No,2,0,2,None,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,42.9,141.96,3,No
No,No,0,0,17,None,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,353.65,428.10999999999996,5,No
No,Yes,0,1,55,None,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,5073.1,6976.650000000001,5,No
No,No,0,0,58,None,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,4526.85,5844.030000000001,4,No
No,No,0,0,26,Offer C,No,Yes,DSL,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,1237.3,2384.16,4,No
No,No,0,0,50,None,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,1023.95,1654.95,5,No
No,Yes,0,10,72,Offer A,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,8182.75,10270.75,3,No
No,No,2,0,43,None,No,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,No,One Year,Yes,Credit Card,4532.3,5100.47,4,No
No,No,0,0,56,None,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,1444.05,4121.97,3,No
Yes,No,0,0,1,None,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,19.1,24.12,5,No
No,Yes,0,5,72,Offer A,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,7325.1,10481.580000000002,5,No
No,Yes,0,4,36,Offer C,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,3474.2,4935.08,3,No
No,No,0,0,5,None,No,Yes,Cable,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,392.65,621.0999999999999,4,No
No,No,0,0,44,None,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card,835.5,1633.66,4,No
Yes,Yes,0,10,69,None,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,1718.35,4831.629999999999,3,No
No,No,0,0,16,None,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,1205.5,1644.38,5,No
No,Yes,1,1,68,None,No,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,5776.45,7652.57,4,No
No,No,0,0,4,None,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,78.9,159.54000000000002,4,No
No,Yes,3,4,26,Offer C,No,Yes,Cable,Yes,Yes,No,Yes,No,No,No,No,Month-to-Month,No,Credit Card,1025.15,1055.15,4,No
No,No,1,0,5,None,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,122.0,162.05,4,No
No,Yes,0,5,70,None,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,6602.9,8782.0,4,No
No,Yes,0,10,24,Offer C,No,Yes,Cable,Yes,No,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,1712.9,2501.54,3,No
No,No,0,0,1,None,No,Yes,Fiber Optic,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,74.3,113.85,5,No
Yes,Yes,0,10,70,None,No,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Yes,No,One Year,Yes,Bank Withdrawal,3635.15,3755.15,4,No
No,Yes,2,3,36,Offer C,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,702.9,1443.42,5,No
Yes,Yes,2,3,41,None,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,4454.25,5291.06,5,No
Yes,No,0,0,14,None,No,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,1117.55,1375.99,4,No
No,Yes,2,4,13,None,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,930.05,1109.06,4,No
Yes,No,0,0,6,None,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,110.15,275.39,4,No
No,Yes,0,8,15,None,No,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,1669.4,2031.2,3,No
Yes,No,0,0,47,None,No,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,3545.1,5802.51,4,No
